&oelig;uvre-	ph:õvr	ph:oeuvre
&oelig;uvre-rel	ph:õvrrel	ph:oeuvrerel
&oelig;uvre-ré	ph:õvrré	ph:oeuvreré
&oelig;uvre	ph:õvr	ph:oeuvre
-házhozszállítás	hy:|ház-hoz|szál-lí-tás
Siemens	ph:szímensz	ph:szimensz
Sienkiewicz	ph:sjenkjevics	ph:sienkievics
Sienkiewiczcsel	ph:sjenkjeviccsel
Sienkiewiczcsé	ph:sjenkjeviccsé
Sony	ph:szoni	hy:So-n.y
Sorbonne-	ph:szorbonn
Sorbonne-nal	ph:szorbonnal
Sorbonne-ná	ph:szorbonná
Sorbonne	ph:szorbonn
Spergely	hy:l.y
Spielberg	ph:szpilberg
Splény	hy:n.y
Stanley-	ph:sztenli
Stanley-vel	ph:sztenlivel
Stanley-vé	ph:sztenlivé
Stanley	ph:sztenli
StarOffice-	ph:sztárofisz
StarOffice-szal	ph:sztárofisszal
StarOffice-szá	ph:sztárofisszá
StarOffice-t	ph:sztárofiszt
StarOffice	ph:sztárofisz
Stephenson	ph:sztivinzon
Stokes	ph:sztóksz
Stáhly	hy:l.y
Sucre	ph:szukre
Sun	ph:szan
Suriname-	ph:szurinám
Suriname-mal	ph:szurinámmal
Suriname-má	ph:szurinámmá
Suriname	ph:szurinám
Suzuki	ph:szuzuki
Sydney-	ph:szidni
Sydney-vel	ph:szidnivel
Sydney-vé	ph:szidnivé
Sydney	ph:szidni
Szamosszeg	hy:Sza-mos|szeg
Szeghalmok	hy:4
Szeghalom	hy:4
Szentkuty	hy:t.y
Szentmártony	hy:n.y
Szigethalmok	hy:6
Szigethalom	hy:6
Szilvásszentmárton	hy:Szil-vás|szent|már-ton
Szily	hy:l.y
Szilícium-völgy	ph:szilíciumvölgy
Szombaty	hy:t.y
Szphinx	ph:szfinksz
Sztevanovity	hy:t.y
Tartuffe-	ph:tartüf
Tartuffe-fel	ph:tartüffel
Tartuffe-fé	ph:tartüffé
Tartuffe	ph:tartüf
Tasmania	ph:tazmánia	ph:tasmánia
Taylor	ph:téjlor
Tennessee	ph:teneszi
Tesco	ph:teszkó
Thaiföld	ph:tájföld
Thaly	hy:l.y
Thomas	ph:tomasz
Thália	ph:tália
Thököly	hy:l.y
Times	ph:tájmsz
Titanic	ph:titanik
Toulouse-	ph:tulúz
Toulouse-zal	ph:tulúzzal
Toulouse-zá	ph:tulúzzá
Toulouse	ph:tulúz
Tower	ph:tover
Toyota	ph:tojota
Turing	ph:tyúring
Unicode-	ph:junikód
Unicode-dal	ph:junikóddal
Unicode-dá	ph:junikóddá
Unicode	ph:junikód
Unix	ph:juniksz
Vasszentmihály	hy:Vas|szent|mi-hály
Vasszilvágy	hy:Vas|szil-vágy
Vasszécseny	hy:Vas|szé-cseny
Verlaine-	ph:verlen
Verlaine-nel	ph:verlennel
Verlaine-né	ph:verlenné
Verlaine-t	ph:verlent
Verlaine	ph:verlen
Versailles-	ph:verszáj
Versailles-jal	ph:verszájjal
Versailles-já	ph:verszájjá
Versailles-t	ph:verszájt
Versailles	ph:verszáj
Veszely	hy:l.y
Vietnám	ph:vietnam
Villon	ph:vijjon
Vizkelety	hy:t.y
Vlaszaty	hy:t.y
Volkswagen	ph:folszvágen
Volny	hy:n.y
Voltaire-	ph:volter
Voltaire-rel	ph:volterrel
Voltaire-ré	ph:volterré
Voltaire	ph:volter
Vácszentlászló	hy:Vác|szent|lász-ló
Vámosszabadi	hy:Vá-mos|sza-ba-di
Vértesszõlõs	hy:Vér-tes|szõ-lõs
Vízkelety	hy:t.y
Vörösmarty	hy:Vö-rös|mar-t.y
WC-	ph:vécé
WC-s	ph:vécés
WC-vel	ph:vécével
WC-vé	ph:vécévé
WC	ph:vécé
Wagner	ph:vágner
Wartburg	ph:varburg
Weierstrass	ph:vejerstrassz
Wessely	hy:l.y
Weszely	hy:l.y
Weöres	ph:vörös
Whitman	ph:vitmen
Wilde-	ph:vájld
Wilde-dal	ph:vájlddal
Wilde-dá	ph:vájlddá
Wilde	ph:vájld
Windhoek	ph:vinthúk
Windows	ph:vindóz
Wolny	hy:n.y
Worcester	ph:vuszter
Wény	hy:n.y
Yahoo!-	ph:jahu
Yahoo!-val	ph:jahuval
Yahoo!-vá	ph:jahuvá
Yahoo!	ph:jahu
Yamaha	ph:jamaha
Yamoussoukro	ph:jamuszukró
Yaoundé	ph:jaundé
Yorkshire-	ph:jorksör
Yorkshire-rel	ph:jorksörrel
Yorkshire-ré	ph:jorksörré
Yorkshire-t	ph:jorksört
Yorkshire	ph:jorksör
Zaire-	ph:zajir
Zaire-ral	ph:zajirral
Zaire-rá	ph:zajirrá
Zaire-t	ph:zajirt
Zaire	ph:zajir
Zeiss	ph:ceisz
Zichy	ph:zicsi
Zselicszentpál	hy:Zse-lic|szent|pál
Zsivny	hy:n.y
ablakemelõ	hy:5
ablakfülke	hy:5
ablakkeret	hy:5
ablakmélyedés	hy:5
ablakpárkány	hy:5
ablakredõny	hy:5
ablakrács	hy:5
ablakszárny	hy:5
ablakszárnyak	hy:5
ablaktörlõ	hy:5
ablaküveg	hy:5
adatbázis	hy:4
adatelemzés	hy:4
adieu	ph:agyõ
adobe-s	ph:edobis
adrenalininjekció	hy:9
adásvétel	hy:4
adóhatóság	hy:3
adóigazolás	hy:3
adónem	hy:3
adószedés	hy:3
adószedõ	hy:3
adóév	hy:3
adóív	hy:3
aerobik	ph:aerobic
aggkor	hy:3
agglegény	hy:3
aggófû	hy:4
aggófüvek	hy:4
agrárbank	hy:5
agrárcég	hy:5
agráregyetem	hy:5
agrárforradalom	hy:5
agrárintervenció	hy:5
agráripar	hy:5
agrárkapitalizmus	hy:5
agrárkérdés	hy:5
agrárminiszter	hy:5
agrárolló	hy:5
agrárország	hy:5
agrárpiac	hy:5
agrárpolitika	hy:5
agrárprogram	hy:5
agrárpárt	hy:5
agrárszektor	hy:5
agrárszféra	hy:5
agrárszocializmus	hy:5
agrártermelés	hy:5
agrártermelõ	hy:5
agrártermék	hy:5
agrártörténet	hy:5
agrártörvény	hy:5
agrárválság	hy:5
agrárváros	hy:5
agrárállam	hy:5
agyagbánya	hy:5
agyagedény	hy:5
agyaggalamb	hy:5
agyagtál	hy:5
agyagtálak	hy:5
agyerek	hy:3
agyhártya	hy:3
agykárosodott	hy:3
agytekervény	hy:3
agyvelõ	hy:3
agyér	hy:3
ajakbiggyesztés	hy:4
ajakhang	hy:4
ajakrúzs	hy:4
ajakír	hy:4
ajtókilincs	hy:4
ajtókopogtató	hy:4
ajtónyílás	hy:4
ajándékbolt	hy:7
ajánlólevelek	hy:6
ajánlólevél	hy:6
akadályverseny	hy:7
akantuszlevelek	hy:8
akantuszlevél	hy:8
akaraterõ	hy:6
akaratnélküliség	hy:6
akasztófa	hy:7
akasztóhorgok	hy:7
akasztóhorog	hy:7
akasztókapcsok	hy:7
akasztókapocs	hy:7
aknalerakó	hy:4
aknamezõ	hy:4
aknaszedõ	hy:4
aknatornyok	hy:4
aknatorony	hy:4
aknavetõ	hy:4
akrilaldehid	hy:5
akrilgyanta	hy:5
akrilsav	hy:5
akrilsavak	hy:5
akrilszál	hy:5
akrilszálak	hy:5
akrilátkaucsuk	hy:7
aktafûzõ	hy:4
aktaköteg	hy:4
aktatologatás	hy:4
aktatáska	hy:4
akácfa	hy:4
alacsonyhegység	hy:8
alagutak	hy:4
alagút	hy:4
alagútdióda	hy:alag|út||dióda
alakmás	hy:4
alaktan	hy:4
alakváltoztatás	hy:4
alakváltozás	hy:4
alanyeset	hy:5
alapalak	hy:4
alapanyag	hy:4
alapelv	hy:4
alapgondolat	hy:4
alaphang	hy:4
alapigazság	hy:a=lap|i=gaz-ság
alapkõ	hy:4
alapkõzet	hy:4
alapkövek	hy:4
alaplemez	hy:4
alapmû	hy:4
alapmûvek	hy:4
alapok	hy:4
alaprajz	hy:4
alapréteg	hy:4
alapszabály	hy:4
alapszabályzat	hy:4
alapszint	hy:4
alapszín	hy:4
alaptalaj	hy:4
alaptulajdonság	hy:4
alaptípus	hy:4
alaptõke	hy:4
alapulvétel	hy:6
alapvonal	hy:4
alapvonalak	hy:4
alapár	hy:4
alapárak	hy:4
albekezdés	hy:2
albizottmány	hy:2
albizottság	hy:2
albérlet	hy:2
albíró	hy:2
alcsalád	hy:2
alcsoport	hy:2
alcím	hy:2
alelnök	hy:2
alezredes	hy:2
alfaj	hy:2
alfejezet	hy:2
alfeladat	hy:2
alfelek	hy:2
alfél	hy:2
alföld	hy:2
algimnázium	hy:2
alhadnagy	hy:2
alhas	hy:2
alhasak	hy:2
aljlemez	hy:3
aljnövényzet	hy:3
alkancellár	hy:2
alkapitány	hy:2
alkar	hy:2
alkatrész	hy:5
alkirály	hy:2
alkirályság	hy:2
alkoholmérés	hy:7
alkoholszonda	hy:7
alkonypír	hy:6
alkormányzó	hy:2
alkotóelem	hy:6
alkotórész	hy:6
alkuratórium	hy:2
alkuszdíj	hy:6
alkuszdíjak	hy:6
alkérdés	hy:2
allevelek	hy:2
allevél	hy:2
almabor	hy:4
almafa	hy:4
almalevek	hy:4
almalé	hy:4
almeder	hy:2
almedrek	hy:2
almáskert	hy:5
almásszürke	hy:al-más|szür-ke
aloldal	hy:2
aloldalak	hy:2
alorvos	hy:2
alosztály	hy:2
alprojekt	hy:2
alrend	hy:2
alrovat	hy:2
alskála	hy:2
alszelek	hy:2
alszámla	hy:2
alszél	hy:2
alszövetség	hy:2
alsófogás	hy:4
alsóház	hy:4
alsóházak	hy:4
alsóing	hy:4
alsókar	hy:4
alsónadrág	hy:4
alsónemû	hy:4
alsópapság	hy:4
alsóruha	hy:4
alsószoknya	hy:4
alsótest	hy:4
alsótábla	hy:4
alsóváros	hy:4
altalaj	hy:2
altatódal	hy:6
altatószer	hy:6
altengernagy	hy:2
alterek	hy:2
altest	hy:2
altiszt	hy:2
altábornagy	hy:2
altáj	hy:2
altájak	hy:2
altér	hy:2
altípus	hy:2
altörzs	hy:2
aludttej	hy:5
alulcsapó	hy:4
alulfoglalkoztatottság	hy:4
aluljáró	hy:4
alulnézet	hy:4
alumíniumoxid	hy:9
alvajáró	hy:4
alvezér	hy:2
alvilág	hy:2
alvállalkozás	hy:2
alvállalkozó	hy:2
alváz	hy:2
alvázak	hy:2
alágazat	hy:2
alállomás	hy:2
alámerítés	hy:3
alámerülés	hy:3
alátámasztás	hy:3
alátét	hy:3
alávetés	hy:3
aláékelés	hy:3
aláírás	hy:3
aláöltözet	hy:3
alépítmény	hy:2
alügyész	hy:2
amatõrbajnokság	hy:6
amatõrcsapat	hy:6
amatõrcsoport	hy:6
aminoplasztgyanta	hy:11
ampermennyiség	hy:5
ancien	ph:anszien
angolbarátság	hy:5
angolimádat	hy:5
angolkeringõ	hy:5
angolkert	hy:5
angolkór	hy:5
angolkönyv	hy:5
angolkürt	hy:5
angolpark	hy:5
angolperje	hy:5
angolszalonna	hy:5
angoltanár	hy:5
angoltapasz	hy:5
angoltudás	hy:5
angolvécé	hy:5
angolóra	hy:5
angyalgyökerek	hy:6
angyalgyökér	hy:6
anhidritcement	hy:8
antennatornyok	hy:7
antennatorony	hy:7
anthrax	ph:antraksz
antilopbõr	hy:7
antilopfajta	hy:7
antoinette-es	ph:antoanettes
antoinette-i	ph:antoanetti
antracéntinta	hy:8
anyacsavar	hy:4
anyagcsere	hy:5
anyagfelhasználás	hy:5
anyaglerakó	hy:5
anyagszolgáltatás	hy:5
anyagtároló	hy:5
anyagvizsgálat	hy:5
anyagvizsgáló	hy:5
anyagyilkosság	hy:4
anyahajó	hy:4
anyajegy	hy:4
anyajuh	hy:4
anyakönyv	hy:4
anyaméh	hy:4
anyaország	hy:4
anyarozs	hy:4
anyaállat	hy:4
anyaöl	hy:4
anyaölek	hy:4
apache-os	ph:apacsos
apagyilkosság	hy:3
apartheidpolitika	hy:9
apollinaire-i	ph:apolineri
appalache-i	ph:epelecsi
apple-es	ph:eples
apróbirtok	hy:4
apróbojtorján	hy:4
aprófa	hy:4
aprófalvak	hy:4
apróhal	hy:4
apróhalak	hy:4
apróhirdetés	hy:4
apróhirdetõ	hy:4
aprójószág	hy:4
aprómarha	hy:4
aprómunka	hy:4
aprónép	hy:4
aprópecsenye	hy:4
aprópénz	hy:4
aprószenek	hy:4
aprószentek	hy:4
aprószén	hy:4
aprósütemény	hy:4
apróvad	hy:4
apróvadak	hy:4
apácafátylak	hy:5
apácafátyol	hy:5
apácarend	hy:5
apácazárda	hy:5
apátkanonok	hy:4
aranybeváltó	hy:5
aranybánya	hy:5
aranyderes	hy:5
aranyerek	hy:5
aranyesõ	hy:5
aranyfüst	hy:5
aranyhal	hy:5
aranyhalak	hy:5
aranyköpés	hy:5
aranyláz	hy:5
aranylázak	hy:5
aranymezõ	hy:5
aranypénz	hy:5
aranyrojt	hy:5
aranyrög	hy:5
aranysárga	hy:5
aranytelér	hy:5
aranyvasárnap	hy:5
aranyveret	hy:5
aranyvesszõ	hy:5
aranyzsinór	hy:5
aranyér	hy:5
arapapagáj	hy:3
araszolóhernyó	hy:8
aratnivaló	hy:6
aratógép	hy:5
aratóünnep	hy:5
arbitrázsügylet	hy:9
arcfesték	hy:3
arcfintor	hy:3
arcfátylak	hy:3
arcfátyol	hy:3
archív	ph:arhiv
arcjáték	hy:3
arckifejezés	hy:3
arckikészítés	hy:3
arckrém	hy:3
arckép	hy:3
arcmás	hy:3
arcrándulás	hy:3
arcrángás	hy:3
arcszín	hy:arc|szín
arcszínû	hy:arc|színû
arcvonal	hy:3
arcvonalak	hy:3
arcvonás	hy:3
arcél	hy:3
arzénessav	hy:7
arzénessavak	hy:7
arzénsav	hy:5
arzénsavak	hy:5
aránypár	hy:5
arányszám	hy:5
assembler	ph:eszembler
assembly	ph:eszembli	hy:as-semb-l.y
assisi	ph:asziszi
asszisztensnõ	hy:11
asszonyalak	hy:7
asszonyöl	hy:7
asszonyölek	hy:7
aszfaltutak	hy:7
aszfaltvágó	hy:7
aszfaltút	hy:7
aszinkronmotor	hy:9
aszkorbinsav	hy:9
aszkorbinsavak	hy:9
aszparaginsav	hy:10
aszparaginsavak	hy:10
asztaldísz	hy:6
asztalfutó	hy:6
asztalkendõ	hy:6
asztallap	hy:6
asztalnemû	hy:6
asztalosmesterség	hy:8
asztalterítõ	hy:6
asztaltáncoltatás	hy:6
asztrahánbunda	hy:9
asztrahánbõr	hy:9
asztrahánsüveg	hy:9
aszálykárosult	hy:6
atlétatrikó	hy:6
atombontás	hy:4
atomfelhõ	hy:4
atomfizika	hy:4
atomfizikus	hy:4
atommag	hy:4
atommáglya	hy:4
aukciósház	hy:7
aukciósházak	hy:7
autogénvágó	hy:7
autóbenzin	hy:4
autóbusz	hy:4
autóbuszmegálló	hy:4
autóduda	hy:4
autóemelõ	hy:4
autógumi	hy:4
autóhûtõ	hy:4
autókijárat	hy:4
autókrosszpálya	hy:10
autókürt	hy:4
autópálya	hy:4
autóscsárda	hy:5
autósszálló	hy:a-u-tós|szál-ló
autósztráda	hy:4
autóutak	hy:4
autóút	hy:4
avantgárd	ph:avantgarde
avokádó	ph:avocado
azonosalakúság	hy:6
azonosértelmûség	hy:6
azsúrszegély	hy:5
babacipõ	hy:4
babakelengye	hy:4
babérfa	hy:5
babérfûz	hy:5
babérfüzek	hy:5
bacilushordozó	hy:7
bacon	ph:békön
baconsertés	hy:5
bagariabõr	hy:7
bagariacsizma	hy:7
bagolyhuhogás	hy:6
bajadértermet	hy:7
bajazzo	ph:bajaddzó
bajuszfû	hy:6
bajuszfüvek	hy:6
bajvívás	hy:3
bajvívó	hy:3
bakfû	hy:3
bakfüvek	hy:3
bakhát	hy:3
bakhátak	hy:3
bakkecske	hy:3
baklövés	hy:3
bakszakáll	hy:3
bakszakállak	hy:3
bakterház	hy:6
bakterházak	hy:6
bakugrás	hy:3
bakugró	hy:3
balalajkazene	hy:9
balatonnyi	hy:ba-la-ton-nyi
balcsillag	hy:3
balcsillagzat	hy:3
balegyenes	hy:3
baleset	hy:3
balettkar	hy:6
balfelfogás	hy:3
balfordulat	hy:3
balhiedelem	hy:3
balhiedelmek	hy:3
balhátvéd	hy:3
balhír	hy:3
balkanyar	hy:3
balközepek	hy:3
balközép	hy:3
ballépés	hy:3
balmenet	hy:3
baloldal	hy:3
baloldalak	hy:3
balraát	hy:5
balsejtelem	hy:3
balsejtelmek	hy:3
balsiker	hy:3
balsors	hy:3
balszerencse	hy:3
balszárny	hy:3
balszárnyak	hy:3
baltimore-i	ph:baltimóri
balvégzet	hy:3
balítélet	hy:3
balösszekötõ	hy:3
bambuszhidak	hy:7
bambuszhíd	hy:7
bambusznád	hy:7
bambusznádak	hy:7
bambuszrudak	hy:7
bambuszrúd	hy:7
bankház	hy:4
bankházak	hy:4
bankinkasszó	hy:4
bankjegy	hy:4
bankkonzorcium	hy:4
bankkölcsön	hy:4
banklikviditás	hy:4
bankutalvány	hy:4
bankügylet	hy:4
banlonanyag	hy:6
barackpálinka	hy:6
barackvirág	hy:6
barbecue-	ph:barbekjú
barbecue-s	ph:barbekjús
barbecue-val	ph:barbekjúval
barbecue-vá	ph:barbekjúvá
barbecue	ph:barbekjú
barbie-s	ph:barbis
barhentruha	hy:7
baritbeton	hy:5
baritföld	hy:5
baritvizek	hy:5
baritvíz	hy:5
barkácsszakkör	hy:bar-kács|szak-kör
barkácsszaküzlet	hy:bar-kács||szak|üz-let
barkácsszerszám	hy:bar-kács||szer|szám
barkácsszoba	hy:bar-kács|szo-ba
barkócaberkenye	hy:7
barnaföld	hy:5
barnakõ	hy:5
barnakõszenek	hy:6
barnakõszén	hy:6
barnakövek	hy:5
barnamedve	hy:5
barnamoszat	hy:5
barnaszenek	hy:5
barnaszén	hy:5
barnatörés	hy:5
barnásszürke	hy:bar-nás|szür-ke
barnásszürkés	hy:bar-nás|szür-kés
barnászöld	hy:bar-nás|zöld
baromfi	hy:5
barátcsuha	hy:5
barátkeselyû	hy:5
barátnõ	hy:5
barázdabillegetõ	hy:7
barázdásmoszat	hy:8
baseball	ph:bézból
basszbariton	hy:5
basszuskürt	hy:7
bastille-i	ph:basztíji
batikkendõ	hy:5
batikmunka	hy:5
baudelaire-es	ph:bodleres
baudelaire-i	ph:bodleri
bauxitlencse	hy:6
beagle-	ph:bigl
beagle-es	ph:bigles
beagle-lel	ph:bigllel
beagle-lé	ph:bigllé
beagle-t	ph:biglt
beagle	ph:bigl
beat	ph:bít
becquerel	ph:bekerel
becsvágy	hy:4
becsvágyak	hy:4
becsérték	hy:4
becsületszavak	hy:8
becsületszó	hy:8
becsületsértés	hy:8
becsületsértõ	hy:8
befogadóképesség	hy:8
befogadóállomás	hy:8
befogófa	hy:6
befogópofa	hy:6
befõttesüveg	hy:8
bekötõutak	hy:6
bekötõút	hy:6
belbecs	hy:3
belbiztonság	hy:3
beleegyezés	hy:4
belefoglalás	hy:4
belenevelés	hy:4
belenyugvás	hy:4
beletörõdés	hy:4
beleélõ	hy:4
belforgalom	hy:3
belföld	hy:3
belgyógyász	hy:3
belgyógyászat	hy:3
belhártya	hy:3
belkereskedelem	hy:3
belkereskedelmek	hy:3
belklinika	hy:3
belpolitika	hy:3
beltartalmak	hy:3
beltartalom	hy:3
beltenger	hy:3
beltenyészet	hy:3
beltenyésztés	hy:3
belterek	hy:3
beltér	hy:3
belvilág	hy:3
belviszály	hy:3
belvizek	hy:3
belváros	hy:3
belvíz	hy:3
belélegzés	hy:2
belügy	hy:3
bengálitûz	hy:7
bengálitüzek	hy:7
bentlakás	hy:4
bentley-s	ph:bentlis
bentlét	hy:4
benzilsav	hy:6
benzilsavak	hy:6
benzineshordó	hy:8
benzineskanna	hy:8
benzinesüveg	hy:8
benzinkanna	hy:6
benzinkutak	hy:6
benzinkutas	hy:6
benzinkút	hy:6
benzintöltõ	hy:6
berkeley-i	ph:diznii
berkeley-s	ph:diznis
berkenyebokor	hy:8
berkenyebokrok	hy:8
berkenyefa	hy:8
bermudanadrág	hy:7
bestseller	ph:besztszeller	ph:beszceller	ph:besszeller	ph:besszeller
beszédhiba	hy:6
beszédképtelenség	hy:6
beszédmodor	hy:6
beszédmód	hy:6
beszéltnyelviség	hy:7
betegkoszt	hy:5
beteglista	hy:5
betegszabadság	hy:5
betegszoba	hy:5
betegágy	hy:5
betegágyak	hy:5
betonutak	hy:5
betonvasalás	hy:5
betonút	hy:5
betûfém	hy:4
betûkészlet	hy:4
betûköz	hy:4
betûnagyság	hy:4
betûrajzoló	hy:4
betûrend	hy:4
betûrím	hy:4
betûszavak	hy:4
betûszedés	hy:4
betûszedõ	hy:4
betûszó	hy:4
betûtest	hy:4
betûtípus	hy:4
bibeszáj	hy:4
bibeszájak	hy:4
bibeszár	hy:4
bibeszárak	hy:4
biblianyomó	hy:6
bicikliutak	hy:7
bicikliút	hy:7
bikaviadal	hy:4
bike-	ph:montenbájk
bike-kal	ph:montenbájkkal
bike-ká	ph:montenbájkká
bike-os	ph:montenbájkos
bike-ot	ph:montenbájkot
bike	ph:montenbájk
bikinifelsõ	hy:6
biliárddákó	hy:7
biobolt	hy:3
biobor	hy:3
biobrikett	hy:3
biocönológia	hy:3
biocönológus	hy:3
biodízel	hy:3
bioelektronika	hy:3
bioetanol	hy:3
biogazdaság	hy:3
biogeográfia	hy:3
bioinformatika	hy:3
bioköles	hy:3
biometanol	hy:3
biometeorológia	hy:3
biometeorológus	hy:3
biostatisztika	hy:3
biotechnológia	hy:3
biotechnológus	hy:3
biotermelés	hy:3
biotermelõ	hy:3
biozöldség	hy:3
bioáram	hy:3
birkaaklok	hy:5
birkaakol	hy:5
birkabõr	hy:5
birkagulyás	hy:5
birkahús	hy:5
birkalegelõ	hy:5
birkanyírás	hy:5
birkanyíró	hy:5
birkatenyésztés	hy:5
birsalma	hy:4
birskörte	hy:4
birtokbavétel	hy:8
birtokháborítás	hy:6
bitófa	hy:4
bivalybõr	hy:6
biz'' isten	ph:bizisten
biznisz	ph:business
biztat	ph:bíztat
blokkház	hy:5
blokkházak	hy:5
blueszal	hy:blues-zal
blueszene	hy:blues|ze-ne
blueszá	hy:blues-zá
bluetooth-os	ph:blútuszos
blúz	ph:blouse
bobby	ph:bobi
bocsánatkérés	hy:8
body	ph:badi
bodyroll	hy:4
bodzabogyó	hy:5
bodzabokor	hy:5
bodzabokrok	hy:5
bodzafa	hy:5
bodzapuska	hy:5
bognárnád	hy:6
bognárnádak	hy:6
bogárszárny	hy:5
bogárszárnyak	hy:5
bohémélet	hy:5
bohócruha	hy:5
bohócság	hy:bo-hóc-ság
bokafix	hy:4
bokaperec	hy:4
bokavédõ	hy:4
bokszeralsó	hy:7
bokszermotor	hy:7
bokszkesztyû	hy:5
bokszmeccs	hy:5
bokszmérkõzés	hy:5
bokszütés	hy:5
bolgárkertész	hy:6
bolgárkertészet	hy:6
bolhacsípés	hy:5
bolondforma	hy:6
bolondpetrezselyem	hy:6
bolondpetrezselymek	hy:6
boltfiók	hy:4
bolthajtás	hy:4
boltkõ	hy:4
boltkövek	hy:4
boltváll	hy:4
boltvállak	hy:4
boltív	hy:4
bombarekesz	hy:5
bombatölcsér	hy:5
bombavetõ	hy:5
bonbonosdoboz	hy:8
boncszõlõ	hy:bonc|szõlõ
bonctan	hy:4
bonmot-	ph:bonmó
bonmot-s	ph:bonmós
bonmot-val	ph:bonmóval
bonmot-vá	ph:bonmóvá
bonmot	ph:bonmó
bontófésû	hy:5
boogie-woogie-	ph:bugi-vugi	ph:bugivugi
boogie-woogie-s	ph:bugi-vugis	ph:bugivugis
boogie-woogie-val	ph:bugi-vugival	ph:bugivugival
boogie-woogie-vá	ph:bugi-vugivá	ph:bugivugivá
boogie-woogie	ph:bugi-vugi	ph:bugivugi
boole-i	ph:búli
borbarát	hy:3
borbetegség	hy:3
bordaszelet	hy:5
bordeaux-i	ph:bordói
bordásfal	hy:6
bordásfalak	hy:6
bordélyház	hy:7
bordélyházak	hy:7
borjúbecsinált	hy:5
borjúbõr	hy:5
borjúhús	hy:5
borjúmirigy	hy:5
borkõ	hy:3
borkövek	hy:3
borosgazda	hy:5
boroshordó	hy:5
boroskancsó	hy:5
borospoharak	hy:5
borospohár	hy:5
borostömlõ	hy:5
borosüveg	hy:5
borotvakrém	hy:7
borotvapamacs	hy:7
borotvaszappan	hy:7
borotvaél	hy:7
borpince	hy:3
borpárlat	hy:3
borravaló	hy:5
borsajtó	hy:3
borsfû	hy:4
borsfüvek	hy:4
borsmenta	hy:4
borsszem	hy:bors|szem
borsszóró	hy:bors|szó-ró
borszesz	hy:3
borsóféreg	hy:5
borsóférgek	hy:5
borsóhüvely	hy:5
borsóleves	hy:5
borsópüré	hy:5
bortermelés	hy:3
bortermelõ	hy:3
bortermés	hy:3
borvirág	hy:3
borzeb	hy:4
borátüveg	hy:5
borítólap	hy:6
borókapálinka	hy:6
borúlátás	hy:4
bosszúvágy	hy:6
bosszúvágyak	hy:6
boszorkánymesterség	hy:10
boszorkányszombat	hy:10
boszorkányüldözés	hy:10
botkormány	hy:3
botránykõ	hy:7
botránykövek	hy:7
bourbon	ph:börbön
bowling	ph:bóling
boy	ph:boj
braille-i	ph:bráji
brandy	ph:brendi
brazzaville-i	ph:braddzavilli
break	ph:brék
bretagne-i	ph:brötányi
bridzs	ph:bridge
brojlercsirke	hy:7
bronzkor	hy:5
bronzvasárnap	hy:5
bubifrizura	hy:4
budaiföld	hy:5
bujakór	hy:4
bukómadarak	hy:4
bukómadár	hy:4
bukósisak	hy:4
bukószél	hy:4
bundapálinka	hy:5
bundásbogár	hy:6
bunkósbot	hy:6
burgonyafelvásárlás	hy:8
burgonyakeményítõ	hy:8
burgonyaprés	hy:8
burgonyaszesz	hy:8
burgonyaverem	hy:8
burgonyavermek	hy:8
burkolólap	hy:7
buroklevelek	hy:5
buroklevél	hy:5
butángáz	hy:5
butánsav	hy:5
butánsavak	hy:5
byte-	ph:bájt
byte-os	ph:bájtos
byte-tal	ph:bájttal
byte-tá	ph:bájttá
byte	ph:bájt
bábakalács	hy:4
bábalak	hy:3
bábosmesterség	hy:5
bádogdoboz	hy:5
bájital	hy:3
bájnõ	hy:3
bálnaolaj	hy:5
bálnaolajak	hy:5
bálnavadász	hy:5
bálnazsír	hy:5
bálterem	hy:3
báltermek	hy:3
bálványfa	hy:7
bálványimádás	hy:7
bálványimádó	hy:7
bálványkép	hy:7
bánatpénz	hy:5
bányaakna	hy:5
bányacsille	hy:5
bányahatóság	hy:5
bányakõ	hy:5
bányakövek	hy:5
bányalég	hy:5
bányatavak	hy:5
bányatámfa	hy:5
bányató	hy:5
bánásmód	hy:5
bármixer	hy:3
bársonyvirág	hy:7
báránybõr	hy:6
bárányellés	hy:6
bárányfelhõ	hy:6
bárányhimlõ	hy:6
bárónõ	hy:4
békakõ	hy:4
békakövek	hy:4
békalencse	hy:4
békaporonty	hy:4
békegazdálkodás	hy:4
békejobb	hy:4
békepartnerség	hy:4
békepipa	hy:4
békeszerzõdés	hy:4
béketapogatózás	hy:4
béketûrés	hy:4
bélbolyh	hy:3
bélfodor	hy:3
bélfodrok	hy:3
bélféreg	hy:3
bélférgek	hy:3
bélfürdõ	hy:3
bélgörcs	hy:3
bélhúr	hy:3
bélista	hy:2
bélkõ	hy:3
bélkövek	hy:3
bélmozgás	hy:3
bélsarak	hy:3
bélszín	hy:3
bélsár	hy:3
bélyegalbum	hy:6
bélyegautomata	hy:6
bélyeggyûjtés	hy:bé-lyeg|gyûj-tés
bélyeggyûjtõ	hy:bélyeg|gyûjtõ
bélyegilleték	hy:6
bélyegnedvesítõ	hy:6
bélésszövet	hy:bé-lés|szö-vet
bérautó	hy:3
bérbeadás	hy:5
béremelés	hy:3
béresasszony	hy:5
béresgazda	hy:5
béresgyerek	hy:5
béreslegény	hy:5
bérgyilkos	hy:3
bérhozam	hy:3
